Server IP,QueryState,PlayersOnline,PlayerNames,Time (Epoch),Time (Human-Readable) [EST]
play.wynncraft.com,False,1183,*,1714504589,04-30-2024_14-16-29
play.wynncraft.com,False,1183,*,1714504590,04-30-2024_14-16-30
play.wynncraft.com,False,1183,*,1714504591,04-30-2024_14-16-31
play.wynncraft.com,False,1183,*,1714504592,04-30-2024_14-16-32
play.wynncraft.com,False,1184,*,1714504593,04-30-2024_14-16-33
play.wynncraft.com,False,1184,*,1714504594,04-30-2024_14-16-34
play.wynncraft.com,False,1185,*,1714504595,04-30-2024_14-16-35
play.wynncraft.com,False,1186,*,1714504597,04-30-2024_14-16-37
play.wynncraft.com,False,1186,*,1714504598,04-30-2024_14-16-38
play.wynncraft.com,False,1185,*,1714504599,04-30-2024_14-16-39
play.wynncraft.com,False,1185,*,1714504600,04-30-2024_14-16-40
play.wynncraft.com,False,1187,*,1714504601,04-30-2024_14-16-41
play.wynncraft.com,False,1189,*,1714504602,04-30-2024_14-16-42
play.wynncraft.com,False,1189,*,1714504603,04-30-2024_14-16-43
play.wynncraft.com,False,1189,*,1714504605,04-30-2024_14-16-45
play.wynncraft.com,False,1188,*,1714504606,04-30-2024_14-16-46
play.wynncraft.com,False,1188,*,1714504607,04-30-2024_14-16-47
play.wynncraft.com,False,1188,*,1714504608,04-30-2024_14-16-48
play.wynncraft.com,False,1191,*,1714504609,04-30-2024_14-16-49
play.wynncraft.com,False,1191,*,1714504610,04-30-2024_14-16-50
play.wynncraft.com,False,1190,*,1714504611,04-30-2024_14-16-51
play.wynncraft.com,False,1190,*,1714504612,04-30-2024_14-16-52
play.wynncraft.com,False,1190,*,1714504614,04-30-2024_14-16-54
play.wynncraft.com,False,1190,*,1714504615,04-30-2024_14-16-55
play.wynncraft.com,False,1190,*,1714504616,04-30-2024_14-16-56
play.wynncraft.com,False,1191,*,1714504617,04-30-2024_14-16-57
play.wynncraft.com,False,1192,*,1714504618,04-30-2024_14-16-58
play.wynncraft.com,False,1194,*,1714504619,04-30-2024_14-16-59
play.wynncraft.com,False,1194,*,1714504620,04-30-2024_14-17-00
play.wynncraft.com,False,1192,*,1714504621,04-30-2024_14-17-01
play.wynncraft.com,False,1192,*,1714504623,04-30-2024_14-17-03
play.wynncraft.com,False,1191,*,1714504624,04-30-2024_14-17-04
play.wynncraft.com,False,1191,*,1714504625,04-30-2024_14-17-05
play.wynncraft.com,False,1191,*,1714504626,04-30-2024_14-17-06
play.wynncraft.com,False,1191,*,1714504627,04-30-2024_14-17-07
play.wynncraft.com,False,1191,*,1714504628,04-30-2024_14-17-08
play.wynncraft.com,False,1191,*,1714504629,04-30-2024_14-17-09
play.wynncraft.com,False,1191,*,1714504630,04-30-2024_14-17-10
play.wynncraft.com,False,1191,*,1714504631,04-30-2024_14-17-11
play.wynncraft.com,False,1190,*,1714504633,04-30-2024_14-17-13
play.wynncraft.com,False,1190,*,1714504634,04-30-2024_14-17-14
play.wynncraft.com,False,1190,*,1714504635,04-30-2024_14-17-15
play.wynncraft.com,False,1190,*,1714504636,04-30-2024_14-17-16
play.wynncraft.com,False,1189,*,1714504637,04-30-2024_14-17-17
play.wynncraft.com,False,1190,*,1714504638,04-30-2024_14-17-18
play.wynncraft.com,False,1187,*,1714504639,04-30-2024_14-17-19
play.wynncraft.com,False,1187,*,1714504640,04-30-2024_14-17-20
play.wynncraft.com,False,1187,*,1714504642,04-30-2024_14-17-22
play.wynncraft.com,False,1187,*,1714504643,04-30-2024_14-17-23
play.wynncraft.com,False,1187,*,1714504644,04-30-2024_14-17-24
play.wynncraft.com,False,1188,*,1714504645,04-30-2024_14-17-25
play.wynncraft.com,False,1188,*,1714504646,04-30-2024_14-17-26
play.wynncraft.com,False,1188,*,1714504647,04-30-2024_14-17-27
play.wynncraft.com,False,1190,*,1714504648,04-30-2024_14-17-28
play.wynncraft.com,False,1190,*,1714504649,04-30-2024_14-17-29
play.wynncraft.com,False,1190,*,1714504650,04-30-2024_14-17-30
play.wynncraft.com,False,1190,*,1714504652,04-30-2024_14-17-32
play.wynncraft.com,False,1190,*,1714504653,04-30-2024_14-17-33
play.wynncraft.com,False,1190,*,1714504654,04-30-2024_14-17-34
play.wynncraft.com,False,1190,*,1714504655,04-30-2024_14-17-35
play.wynncraft.com,False,1191,*,1714504656,04-30-2024_14-17-36
play.wynncraft.com,False,1191,*,1714504657,04-30-2024_14-17-37
play.wynncraft.com,False,1192,*,1714504658,04-30-2024_14-17-38
play.wynncraft.com,False,1192,*,1714504659,04-30-2024_14-17-39
play.wynncraft.com,False,1192,*,1714504661,04-30-2024_14-17-41
play.wynncraft.com,False,1192,*,1714504662,04-30-2024_14-17-42
play.wynncraft.com,False,1193,*,1714504663,04-30-2024_14-17-43
play.wynncraft.com,False,1193,*,1714504664,04-30-2024_14-17-44
play.wynncraft.com,False,1193,*,1714504665,04-30-2024_14-17-45
play.wynncraft.com,False,1195,*,1714504666,04-30-2024_14-17-46
play.wynncraft.com,False,1194,*,1714504667,04-30-2024_14-17-47
play.wynncraft.com,False,1194,*,1714504669,04-30-2024_14-17-49
play.wynncraft.com,False,1194,*,1714504670,04-30-2024_14-17-50
play.wynncraft.com,False,1194,*,1714504671,04-30-2024_14-17-51
play.wynncraft.com,False,1195,*,1714504672,04-30-2024_14-17-52
play.wynncraft.com,False,1195,*,1714504673,04-30-2024_14-17-53
play.wynncraft.com,False,1195,*,1714504674,04-30-2024_14-17-54
play.wynncraft.com,False,1195,*,1714504675,04-30-2024_14-17-55
play.wynncraft.com,False,1194,*,1714504677,04-30-2024_14-17-57
play.wynncraft.com,False,1194,*,1714504678,04-30-2024_14-17-58
play.wynncraft.com,False,1197,*,1714504679,04-30-2024_14-17-59
play.wynncraft.com,False,1197,*,1714504680,04-30-2024_14-18-00
play.wynncraft.com,False,1195,*,1714504681,04-30-2024_14-18-01
play.wynncraft.com,False,1196,*,1714504682,04-30-2024_14-18-02
play.wynncraft.com,False,1194,*,1714504683,04-30-2024_14-18-03
play.wynncraft.com,False,1194,*,1714504684,04-30-2024_14-18-04
play.wynncraft.com,False,1193,*,1714504685,04-30-2024_14-18-05
play.wynncraft.com,False,1193,*,1714504687,04-30-2024_14-18-07
play.wynncraft.com,False,1194,*,1714504688,04-30-2024_14-18-08
play.wynncraft.com,False,1194,*,1714504689,04-30-2024_14-18-09
play.wynncraft.com,False,1195,*,1714504690,04-30-2024_14-18-10
play.wynncraft.com,False,1195,*,1714504691,04-30-2024_14-18-11
play.wynncraft.com,False,1196,*,1714504692,04-30-2024_14-18-12
play.wynncraft.com,False,1196,*,1714504693,04-30-2024_14-18-13
play.wynncraft.com,False,1195,*,1714504694,04-30-2024_14-18-14
play.wynncraft.com,False,1195,*,1714504695,04-30-2024_14-18-15
play.wynncraft.com,False,1196,*,1714504697,04-30-2024_14-18-17
play.wynncraft.com,False,1196,*,1714504698,04-30-2024_14-18-18
play.wynncraft.com,False,1197,*,1714504699,04-30-2024_14-18-19
play.wynncraft.com,False,1197,*,1714504700,04-30-2024_14-18-20
play.wynncraft.com,False,1197,*,1714504701,04-30-2024_14-18-21
play.wynncraft.com,False,1197,*,1714504702,04-30-2024_14-18-22
play.wynncraft.com,False,1197,*,1714504703,04-30-2024_14-18-23
play.wynncraft.com,False,1197,*,1714504704,04-30-2024_14-18-24
play.wynncraft.com,False,1197,*,1714504706,04-30-2024_14-18-26
play.wynncraft.com,False,1197,*,1714504707,04-30-2024_14-18-27
play.wynncraft.com,False,1197,*,1714504708,04-30-2024_14-18-28
play.wynncraft.com,False,1197,*,1714504709,04-30-2024_14-18-29
play.wynncraft.com,False,1197,*,1714504710,04-30-2024_14-18-30
play.wynncraft.com,False,1197,*,1714504711,04-30-2024_14-18-31
play.wynncraft.com,False,1197,*,1714504712,04-30-2024_14-18-32
play.wynncraft.com,False,1197,*,1714504714,04-30-2024_14-18-34
play.wynncraft.com,False,1197,*,1714504715,04-30-2024_14-18-35
play.wynncraft.com,False,1199,*,1714504716,04-30-2024_14-18-36
play.wynncraft.com,False,1199,*,1714504717,04-30-2024_14-18-37
play.wynncraft.com,False,1200,*,1714504718,04-30-2024_14-18-38
play.wynncraft.com,False,1200,*,1714504719,04-30-2024_14-18-39
play.wynncraft.com,False,1198,*,1714504720,04-30-2024_14-18-40
play.wynncraft.com,False,1199,*,1714504721,04-30-2024_14-18-41
play.wynncraft.com,False,1199,*,1714504722,04-30-2024_14-18-42
play.wynncraft.com,False,1199,*,1714504724,04-30-2024_14-18-44
play.wynncraft.com,False,1199,*,1714504725,04-30-2024_14-18-45
play.wynncraft.com,False,1199,*,1714504726,04-30-2024_14-18-46
play.wynncraft.com,False,1199,*,1714504727,04-30-2024_14-18-47
play.wynncraft.com,False,1199,*,1714504728,04-30-2024_14-18-48
play.wynncraft.com,False,1198,*,1714504729,04-30-2024_14-18-49
play.wynncraft.com,False,1198,*,1714504730,04-30-2024_14-18-50
play.wynncraft.com,False,1198,*,1714504731,04-30-2024_14-18-51
play.wynncraft.com,False,1198,*,1714504732,04-30-2024_14-18-52
play.wynncraft.com,False,1198,*,1714504734,04-30-2024_14-18-54
play.wynncraft.com,False,1197,*,1714504735,04-30-2024_14-18-55
play.wynncraft.com,False,1197,*,1714504736,04-30-2024_14-18-56
play.wynncraft.com,False,1197,*,1714504737,04-30-2024_14-18-57
