Server IP,QueryState,PlayersOnline,PlayerNames,Time (Epoch),Time (Human-Readable) [EST]
festivianservers.net,False,0,*,1714590000,05-01-2024_14-00-00
festivianservers.net,False,0,*,1714590060,05-01-2024_14-01-00
festivianservers.net,False,0,*,1714590121,05-01-2024_14-02-01
festivianservers.net,False,0,*,1714590181,05-01-2024_14-03-01
festivianservers.net,False,0,*,1714590240,05-01-2024_14-04-00
festivianservers.net,False,0,*,1714590300,05-01-2024_14-05-00
festivianservers.net,False,0,*,1714590360,05-01-2024_14-06-00
festivianservers.net,False,0,*,1714590421,05-01-2024_14-07-01
festivianservers.net,False,0,*,1714590480,05-01-2024_14-08-00
festivianservers.net,False,0,*,1714590540,05-01-2024_14-09-00
festivianservers.net,False,0,*,1714590600,05-01-2024_14-10-00
festivianservers.net,False,0,*,1714590660,05-01-2024_14-11-00
festivianservers.net,False,0,*,1714590720,05-01-2024_14-12-00
festivianservers.net,False,0,*,1714590780,05-01-2024_14-13-00
festivianservers.net,False,0,*,1714590840,05-01-2024_14-14-00
festivianservers.net,False,0,*,1714590900,05-01-2024_14-15-00
festivianservers.net,False,0,*,1714590960,05-01-2024_14-16-00
festivianservers.net,False,0,*,1714591020,05-01-2024_14-17-00
festivianservers.net,False,0,*,1714591080,05-01-2024_14-18-00
festivianservers.net,False,0,*,1714591140,05-01-2024_14-19-00
festivianservers.net,False,0,*,1714591200,05-01-2024_14-20-00
festivianservers.net,False,0,*,1714591260,05-01-2024_14-21-00
festivianservers.net,False,0,*,1714591320,05-01-2024_14-22-00
festivianservers.net,False,0,*,1714591380,05-01-2024_14-23-00
festivianservers.net,False,0,*,1714591440,05-01-2024_14-24-00
festivianservers.net,False,0,*,1714591500,05-01-2024_14-25-00
festivianservers.net,False,0,*,1714591560,05-01-2024_14-26-00
festivianservers.net,False,0,*,1714591620,05-01-2024_14-27-00
festivianservers.net,False,0,*,1714591681,05-01-2024_14-28-01
festivianservers.net,False,0,*,1714591741,05-01-2024_14-29-01
festivianservers.net,False,0,*,1714591800,05-01-2024_14-30-00
festivianservers.net,False,0,*,1714591860,05-01-2024_14-31-00
festivianservers.net,False,0,*,1714591920,05-01-2024_14-32-00
festivianservers.net,False,0,*,1714591981,05-01-2024_14-33-01
festivianservers.net,False,0,*,1714592040,05-01-2024_14-34-00
festivianservers.net,False,0,*,1714592100,05-01-2024_14-35-00
festivianservers.net,False,0,*,1714592160,05-01-2024_14-36-00
festivianservers.net,False,0,*,1714592220,05-01-2024_14-37-00
festivianservers.net,False,0,*,1714592280,05-01-2024_14-38-00
festivianservers.net,False,0,*,1714592340,05-01-2024_14-39-00
festivianservers.net,False,0,*,1714592402,05-01-2024_14-40-02
festivianservers.net,False,0,*,1714592461,05-01-2024_14-41-01
festivianservers.net,False,0,*,1714592520,05-01-2024_14-42-00
festivianservers.net,False,0,*,1714592580,05-01-2024_14-43-00
festivianservers.net,False,0,*,1714592640,05-01-2024_14-44-00
festivianservers.net,False,0,*,1714592700,05-01-2024_14-45-00
festivianservers.net,False,0,*,1714592760,05-01-2024_14-46-00
festivianservers.net,False,0,*,1714592820,05-01-2024_14-47-00
festivianservers.net,False,0,*,1714592880,05-01-2024_14-48-00
festivianservers.net,False,0,*,1714593427,05-01-2024_14-57-07
festivianservers.net,False,0,*,1714593480,05-01-2024_14-58-00
festivianservers.net,False,0,*,1714593540,05-01-2024_14-59-00
